"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1orf137",0,NA,NA,NA,NA,NA
"C1orf140",7.51016160873031,0.0961725912499439,0.659798844376846,0.145760472406973,0.884110481008764,NA
"C1orf141",0.330390230072021,1.93776828575754,4.04451952244762,0.479109638364378,0.631860633301427,NA
"C1orf143",0,NA,NA,NA,NA,NA
"C1orf146",0,NA,NA,NA,NA,NA
"C1orf158",0,NA,NA,NA,NA,NA
"C1orf159",88.1666628873154,0.16660363152301,0.238804672965342,0.697656496643133,0.485392040474404,0.787560514210176
"C1orf162",12.0440310504042,0.550566795112511,0.5374566381817,1.02439295749544,0.305649707002121,NA
"C1orf167",1.17157189625511,0.571701945531024,1.68024812734119,0.340248524148443,0.733669378681866,NA
"C1orf174",343.620761953517,-0.0498618073530874,0.128487548767311,-0.388067231661382,0.697966280746009,0.898705742790967
"C1orf185",0,NA,NA,NA,NA,NA
"C1orf189",2.4508362843708,-0.0888332230909697,1.3041052395532,-0.0681181398530417,0.945691590381093,NA
"C1orf194",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C1orf195",0,NA,NA,NA,NA,NA
"C1orf198",1792.32566132493,0.597007888077485,0.0865875857180645,6.89484391008875,5.39239792614569e-12,8.36335240259834e-10
"C1orf21",809.736623506961,0.0250047823978013,0.152061702907563,0.164438395201989,0.869386039936108,0.957707646912384
"C1orf210",0,NA,NA,NA,NA,NA
"C1orf216",564.517559559271,-0.0813633896627393,0.145832688184051,-0.557922854442984,0.576897064501114,0.839099582038687
"C1orf220",25.5985949188644,0.16166982047671,0.388608855765235,0.416021966762327,0.677393929159017,0.88878021279252
"C1orf226",8.25364924967156,0.506494757235787,0.699010224561245,0.724588481597253,0.468704527342332,NA
"C1orf229",4.17300898327976,0.287746715854282,0.96325384287656,0.298723662492729,0.765150900917368,NA
"C1orf232",0,NA,NA,NA,NA,NA
"C1orf35",149.728109009089,-0.300884039867292,0.187793649150626,-1.60220561892355,0.109110147960377,0.411744080527422
"C1orf43",2593.93412958238,-0.150129879718673,0.134287754615503,-1.11797147959269,0.263579174428536,0.624915283795263
"C1orf50",123.308909016922,0.154240689187907,0.181180626180873,0.851308953055105,0.394597752815481,0.72764994535463
"C1orf52",359.390810222205,-0.0193201057318797,0.126082187068647,-0.153234221114523,0.878213571792854,0.960894130622097
"C1orf53",18.4014274902375,-0.0230258256666278,0.439066733083283,-0.052442656051239,0.958175986245375,0.985259645071817
"C1orf54",27.1738502508922,-0.279990521836804,0.40502724468136,-0.691288118301958,0.489384497108621,0.788923836987408
"C1orf56",80.2730348977075,0.107258134480176,0.226739986135822,0.473044637199219,0.636181333516777,0.869966454608646
"C1orf61",0,NA,NA,NA,NA,NA
"C1orf68",0,NA,NA,NA,NA,NA
"C1orf74",71.8928642190188,-0.29227787549086,0.273347517102071,-1.0692538150318,0.284955315481075,0.64249637121466
"C1orf87",3.50802235150019,0.577617441085114,0.969480510930326,0.595800982663205,0.551308187191647,NA
"C1orf94",0.320746907069303,0.152826497390086,3.47307460318694,0.0440032290840659,0.964901829925545,NA
"C1QA",0,NA,NA,NA,NA,NA
"C1QB",0,NA,NA,NA,NA,NA
"C1QBP",2014.19398158184,-0.306086917240628,0.146343727460818,-2.0915615759656,0.0364777527618148,0.221808313161548
"C1QC",0,NA,NA,NA,NA,NA
"C1QL1",6.582578778758,0.0925459253788473,0.846807868384993,0.109287984717653,0.912974076317196,NA
"C1QL2",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C1QL3",0.185832883874768,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C1QL4",0.185832883874768,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C1QTNF1",190.550729921708,0.59912111381475,0.195157854209825,3.0699308323538,0.00214108349978553,0.0295692950320994
"C1QTNF1-AS1",1.02573364451628,1.1301770636362,1.93221377629725,0.584913055429086,0.558606179664676,NA
"C1QTNF12",16.8910034125427,0.0960100032183847,0.739960681012023,0.129750141706279,0.896764110495887,NA
"C1QTNF2",6.56590123039775,-1.24267323855574,0.764121917797135,-1.62627613423026,0.103890926384521,NA
"C1QTNF3",29.8295919288789,0.321256674382751,0.404940708738965,0.793342500395142,0.427578301452554,0.751793893460702
"C1QTNF3-AMACR",0.174908655330474,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C1QTNF4",1.52234601492504,0.478749034887179,1.42003103383064,0.337139839539787,0.736011486024286,NA
"C1QTNF5",0,NA,NA,NA,NA,NA
"C1QTNF6",178.251938983334,0.490821516644627,0.212458478332673,2.31019971759416,0.0208770996821552,0.152973484060246
"C1QTNF7",60.7276939114073,-0.174134117284794,0.265439676845618,-0.656021433397358,0.511810333664528,0.802970258547864
"C1QTNF8",0,NA,NA,NA,NA,NA
"C1QTNF9",0,NA,NA,NA,NA,NA
"C1QTNF9B",0.487332502416833,-2.32947038867054,3.56913653117681,-0.652670574051273,0.513968676815657,NA
"C1R",6166.1342991576,0.776663316225204,0.14630907739525,5.30837409443209,1.10607448621773e-07,6.54997200292936e-06
"C1RL",1899.98367903137,0.408640309964995,0.0915316667363599,4.46446923273022,8.02674814285501e-06,0.000294570351563704
"C1RL-AS1",211.227234273748,0.425150542026306,0.27634147291958,1.53849705415022,0.123927128255702,0.439086926003614
"C1S",6182.40732382759,0.74713452335839,0.109228416204673,6.84011129446758,7.91316791958448e-12,1.21285590183937e-09
"C2",24.9498804956128,1.15479701123808,0.429074630485007,2.69136632462458,0.00711600096625347,0.0734605868370445
"C2-AS1",0.327639282508288,0.152826655238376,3.44866055324064,0.044314786242087,0.964653485536447,NA
"C20orf141",0,NA,NA,NA,NA,NA
"C20orf144",0,NA,NA,NA,NA,NA
"C20orf173",0,NA,NA,NA,NA,NA
"C20orf187",0,NA,NA,NA,NA,NA
"C20orf194",900.202749451552,0.200846667452122,0.159831653838165,1.25661383480075,0.208893502599627,0.565291041635737
"C20orf197",0,NA,NA,NA,NA,NA
"C20orf202",0,NA,NA,NA,NA,NA
"C20orf203",0.330390230072021,1.93776828575754,4.04451952244762,0.479109638364378,0.631860633301427,NA
"C20orf204",14.7623129947178,0.601279476418433,0.593971029417563,1.01230438293941,0.311392539876521,NA
"C20orf27",425.373450693763,-0.0587102618912551,0.197218638523308,-0.2976912442498,0.76593882670112,0.921370618081152
"C20orf78",0,NA,NA,NA,NA,NA
"C20orf85",0,NA,NA,NA,NA,NA
"C20orf96",106.704383242945,0.228338786546301,0.283889515717398,0.804322716776918,0.421210621401664,0.747111228811556
"C21orf58",166.889496953012,-0.0805006901934238,0.220247171304678,-0.365501584953677,0.71473702391164,0.903249000632539
"C21orf59-TCP10L",11.2923162486877,0.324624958819723,0.575636523902342,0.563940864313182,0.572794378193966,NA
"C21orf62",0.340103770366484,1.97639191319959,3.35890518709549,0.5884036026955,0.556261420134985,NA
"C21orf62-AS1",9.40512747091463,0.74101270273747,0.675071652682564,1.09768007557846,0.272344212993982,NA
"C21orf91",243.047147958939,-0.164068903075784,0.15165756562231,-1.08183790503656,0.279324560395054,0.637533351931809
"C21orf91-OT1",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C22orf15",16.8346553941768,0.280342726108885,0.475647289269325,0.589392039928449,0.555598315073032,NA
"C22orf23",7.34459813373285,0.622895832853058,0.796396017682605,0.782143329477705,0.434130344814441,NA
"C22orf24",0.691131769277263,2.99537129922648,2.3040302900771,1.30005725711455,0.193581345759357,NA
"C22orf31",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C22orf34",0,NA,NA,NA,NA,NA
"C22orf39",237.425062477596,0.0604963094836747,0.163515737489354,0.369972397840994,0.71140305677982,0.901762626899507
"C22orf42",0,NA,NA,NA,NA,NA
"C22orf46",905.149770723013,0.0915242508533715,0.12016064329026,0.761682430679781,0.446249563810519,0.762603139061909
"C2CD2",437.854168524259,0.106978511696503,0.139596514109956,0.766340852983186,0.443473516165102,0.760955490971352
"C2CD2L",282.335909958494,-0.0259625154500541,0.161125848526373,-0.161131908303369,0.871989509405742,0.958173064093187
"C2CD3",820.184784401381,-0.0750328865767656,0.116323654359266,-0.645035500217576,0.518904180434876,0.806648426729406
"C2CD4A",0.348277051347046,0.152827093670762,3.37992409638373,0.0452161318753505,0.963935036023909,NA
"C2CD4B",0,NA,NA,NA,NA,NA
"C2CD4C",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C2CD4D",0,NA,NA,NA,NA,NA
"C2CD5",653.555572521755,0.0744565200654762,0.143412388485315,0.519177742256907,0.603636798902471,0.853781371849027
"C2CD6",98.7507451144367,-0.041001281244255,0.201994655283562,-0.202982010522491,0.839149093042676,0.947609754472205
"C2orf15",3.38314596613272,0.770546052386627,1.01007176107067,0.762862681726548,0.44554529413516,NA
"C2orf16",3.28155665148163,0.207644125142232,1.13895722084935,0.182310732432415,0.85533887656701,NA
"C2orf27A",89.5479050857098,0.316384555262991,0.215508755271973,1.46808214294456,0.142081911516877,0.470046506663758
"C2orf27B",0,NA,NA,NA,NA,NA
"C2orf40",6.41664383402803,-0.496754658466383,0.767174247523332,-0.647512165678209,0.517300523431872,NA
"C2orf42",217.786243893386,0.168574060623881,0.176505273958093,0.955065289799248,0.339544680680362,0.685772551693154
"C2orf48",2.16077025749879,0.332692007089962,1.32844711951189,0.250436771026463,0.802249596224733,NA
"C2orf49",621.492429957566,-0.118407278478934,0.121543560704435,-0.974196228847306,0.329959116777041,0.679205373336074
"C2orf50",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C2orf66",30.9102728047583,0.141297678927408,0.453379604901074,0.311654246022466,0.755303303559635,0.917050724421968
"C2orf68",445.218315112246,0.213349067224177,0.130372276165887,1.63646040015984,0.101743267003996,0.397931937114399
"C2orf69",409.868616815508,-0.310872633208013,0.127901689365796,-2.43055924241097,0.0150755412588355,0.121687826220638
"C2orf70",0,NA,NA,NA,NA,NA
"C2orf72",4.67545281988005,0.79897087324109,0.84656273117878,0.943782242963352,0.34528093648947,NA
"C2orf73",2.36677033598394,-1.28226843395511,1.24851156000593,-1.02703769434784,0.304402714979669,NA
"C2orf74",340.618268905183,-0.167465665001573,0.124767341887618,-1.34222355359959,0.17952352166034,0.525344213879359
"C2orf76",81.8607643164596,0.133344339986578,0.25215517438431,0.528818574959512,0.596931310955436,0.850099307674306
"C2orf78",0,NA,NA,NA,NA,NA
"C2orf80",0,NA,NA,NA,NA,NA
"C2orf81",55.0741102266221,0.189716304858515,0.271561376519605,0.698612988672999,0.484793924289268,0.787560514210176
"C2orf83",0,NA,NA,NA,NA,NA
"C2orf88",4.40111847526988,-0.807128415529712,0.937084781217788,-0.861318454538136,0.389062674338301,NA
"C2orf91",1.14903041309166,-0.182747079204888,1.84879032890328,-0.0988468385775771,0.921259878759623,NA
"C2orf92",19.5109195155666,0.461155235834307,0.461263517526318,0.999765249823806,0.31742412653778,0.668617869124365
"C3",4286.8355601804,2.06783122794336,0.0891110460451778,23.2051055364674,4.04366867532424e-119,2.63404577510621e-115
"C3AR1",2.35492072782503,1.02818822034602,1.25054792806051,0.822190175422259,0.410968669415121,NA
"C3orf14",181.894796049857,-0.354166021399364,0.160275985552568,-2.20972605583014,0.0271241802887568,0.183761737286492
"C3orf18",170.616709928435,0.268052970161155,0.197564548921683,1.35678679006027,0.174848966048645,0.519171988223572
"C3orf20",7.62971976191943,0.0169024394066166,0.656731185066908,0.0257372267237387,0.979466931051641,NA
"C3orf22",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C3orf30",0,NA,NA,NA,NA,NA
"C3orf33",40.459814120428,-0.413985931729297,0.313716791127594,-1.31961674809087,0.186963008235641,0.536273463516938
"C3orf35",9.6511377553759,0.276298358541411,0.696251324312043,0.396837103059614,0.691487588170724,NA
"C3orf36",0,NA,NA,NA,NA,NA
"C3orf38",318.978827953993,-0.111427844904171,0.127522867471072,-0.873787165501499,0.382234171203111,0.717749608307024
"C3orf49",0,NA,NA,NA,NA,NA
"C3orf52",33.4833698178365,-0.452062460192134,0.343106943748032,-1.31755555645098,0.187652471638574,0.537186640410316
"C3orf56",0,NA,NA,NA,NA,NA
"C3orf58",620.426185739692,0.00292464632149756,0.12626316039008,0.0231631008796398,0.981520171937282,0.994311188568388
"C3orf62",105.941776838799,-0.0446649273104102,0.246277069258302,-0.181360479255843,0.856084637413685,0.953416879485851
"C3orf67",54.2429583445866,-0.147243260878442,0.254761006566351,-0.577966239272542,0.563286912714601,0.832413757537198
"C3orf67-AS1",0,NA,NA,NA,NA,NA
"C3orf70",1.78719530189308,-1.21955699860049,1.46497590629824,-0.832475806159923,0.405140428850417,NA
"C3orf79",0,NA,NA,NA,NA,NA
"C3orf80",4.78908087917064,0.638547130108023,0.917906251210333,0.69565615144907,0.486644192018959,NA
"C3orf84",0,NA,NA,NA,NA,NA
"C3orf85",0,NA,NA,NA,NA,NA
"C3orf86",0,NA,NA,NA,NA,NA
"C3P1",0,NA,NA,NA,NA,NA
"C4A",0,NA,NA,NA,NA,NA
"C4B",0,NA,NA,NA,NA,NA
"C4B_2",0,NA,NA,NA,NA,NA
"C4BPA",0,NA,NA,NA,NA,NA
"C4BPB",0.824505533157897,0.738679267534478,2.06964056225302,0.356911862381721,0.721157788878962,NA
"C4orf17",0.174908655330474,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C4orf19",0,NA,NA,NA,NA,NA
"C4orf3",3728.01122904185,0.0125940266628391,0.103120545572303,0.122129170214764,0.902796720304562,0.967876536547715
"C4orf33",106.015348880332,0.0213795105631696,0.192748086253775,0.110919444019906,0.911680226646014,0.970536527563283
"C4orf36",3.28058596152789,-0.763697445222038,1.01253892504261,-0.754240085327982,0.450705071730678,NA
"C4orf45",0,NA,NA,NA,NA,NA
"C4orf46",364.507358111794,-0.129841044867033,0.119935273819477,-1.08259264128137,0.278989275016226,0.637214634451506
"C4orf47",77.4839464208871,0.480658761730936,0.338525996208327,1.41985775720202,0.155649096133703,0.489924238808863
"C4orf48",20.5329897474245,-0.0576390697475225,0.442774441349567,-0.130177048096633,0.896426353011971,0.966135218980804
"C4orf50",0,NA,NA,NA,NA,NA
"C4orf51",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C4orf54",0.165195115036011,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C5",339.027405061483,-0.041910299075632,0.131466996982232,-0.318789506398296,0.749886136130924,0.915405776861284
"C5-OT1",1.47857340992464,0.435649726495499,1.67927232561504,0.259427681770401,0.795305273665856,NA
"C5AR1",58.4671460967544,0.639872589953246,0.48725925634832,1.31320766433184,0.189112982076161,0.539943881325493
"C5AR2",2.47543729166718,-0.8952949084841,1.28788749871684,-0.695165462337437,0.486951613989403,NA
"C5orf15",1834.61456074609,-0.0846547285019628,0.105277529203181,-0.80411013767794,0.421333370296758,0.747227218653168
"C5orf17",4.39423157336237,-0.581708522195203,0.934575513363334,-0.622430733394417,0.533658676896386,NA
"C5orf22",451.848394439516,-0.0821276078213806,0.138985278308189,-0.590908683430983,0.554581607505683,0.827813790619131
"C5orf24",1565.31667548314,-0.0825694670628576,0.0895624303072396,-0.92192079624913,0.356569890712686,0.69887054854895
"C5orf30",565.079839276188,-0.136399295446067,0.109800938415799,-1.24224161845998,0.214147428439847,0.570359942769568
"C5orf34",57.3426354175386,-0.442953524871747,0.25873596526871,-1.71199053989931,0.0868984118440441,0.364937100102411
"C5orf38",108.505907611643,0.189665108297691,0.191257669251249,0.99167321781243,0.32135695981956,0.671904746032615
"C5orf46",12.7237830964995,-0.188071578528894,0.752040939018038,-0.250081569727394,0.802524268451645,NA
"C5orf47",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C5orf49",0.639953554824705,-1.28552367111936,2.44277013254827,-0.526256504445761,0.598709999372035,NA
"C5orf51",1153.20034563575,0.150331609636969,0.120353387716048,1.24908498622115,0.211633991373312,0.568293605711049
"C5orf52",0,NA,NA,NA,NA,NA
"C5orf56",26.3690407885349,0.700217502259932,0.364304786859384,1.92206506067735,0.0545975717595454,0.282597204959618
"C5orf58",0,NA,NA,NA,NA,NA
"C5orf60",0.483191074541581,-0.720886482383304,2.6737134401803,-0.26961994937449,0.787452651168693,NA
"C5orf63",142.929967300109,-0.0702267347186549,0.182088409923185,-0.385673831455172,0.699738245702281,0.899294885985585
"C5orf64",0.14583825173883,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C5orf64-AS1",0,NA,NA,NA,NA,NA
"C5orf66",4.20597240803728,0.253542601178935,0.89848476027016,0.282189094785201,0.777798519778775,NA
"C5orf66-AS1",0,NA,NA,NA,NA,NA
"C5orf66-AS2",0,NA,NA,NA,NA,NA
"C5orf67",0,NA,NA,NA,NA,NA
"C6",4.12046728874825,2.46678480964274,1.03942262033397,2.37322602124066,0.0176334697653652,NA
"C6orf10",0,NA,NA,NA,NA,NA
"C6orf106",1786.91291138711,-0.0254524686113791,0.134590609669947,-0.189110285433697,0.850006380329777,0.951296744867551
"C6orf118",0,NA,NA,NA,NA,NA
"C6orf120",1314.79596667949,0.0300642462709377,0.109097733479666,0.27557168524075,0.782877059757868,0.928519836549998
"C6orf132",67.9801973126659,0.22091236764468,0.263113707449782,0.839607977044843,0.401128225128001,0.73222621787412
"C6orf136",135.038961413382,0.0947970367261556,0.174843585771288,0.542181952560498,0.587693166724914,0.844339057795786
"C6orf141",0,NA,NA,NA,NA,NA
"C6orf15",0,NA,NA,NA,NA,NA
"C6orf163",32.3434086635871,0.60320448306914,0.415006715248703,1.45348125923132,0.146090179346233,0.478326930515888
"C6orf201",1.98611000887769,0.147121335131689,1.26177851772932,0.116598383206307,0.907178319000821,NA
"C6orf203",313.699989751963,-0.226643614343321,0.143703762023322,-1.57715853191469,0.114759051974319,0.421981633960323
"C6orf222",0.14583825173883,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C6orf223",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C6orf226",43.5626067496154,-0.0534872676075627,0.387211398907012,-0.138134537770691,0.890134090218627,0.964627761135195
"C6orf47",348.380062233195,0.147142169551444,0.170883994200931,0.861064666936739,0.38920242794176,0.724249653855503
"C6orf48",1839.4317204764,0.110863912142663,0.161793553954184,0.685218350380372,0.493206145909649,0.790948077764752
"C6orf52",4.86791872542148,0.479932408011596,0.877785226067376,0.546753800085897,0.584547887103039,NA
"C6orf58",0.45687161851367,-0.657709388068696,3.10811514226938,-0.211610367686852,0.832411020256558,NA
"C6orf62",2389.55041286616,0.0652372009916097,0.115700246378372,0.563846690336906,0.57285847307067,0.837112053078126
"C6orf89",2981.1531375933,0.0194170427636595,0.0856850338616752,0.226609500966122,0.820727403773249,0.942348728955789
"C6orf99",0.499796990275029,-0.777519553021913,3.03363973093215,-0.256299238533181,0.797719785185039,NA
"C7",4.040574196631,2.90980003602935,1.16342242809772,2.50106922967532,0.0123818971541456,NA
"C7orf25",273.136161462469,-0.276536175789842,0.141000620171557,-1.96124084740462,0.0498509339665472,0.268092075763499
"C7orf26",224.592953756335,-0.016153180300666,0.146442490253131,-0.110303917071777,0.912168350848612,0.970536527563283
"C7orf31",57.2028467979607,0.380710522789349,0.265496436258323,1.43395718660014,0.151584480877152,0.485100126963285
"C7orf33",0,NA,NA,NA,NA,NA
"C7orf43",260.161124177237,-0.189421076651575,0.148414629966084,-1.27629652612321,0.201850717732274,0.557614747798148
"C7orf50",645.611108521979,-0.245966003883959,0.204019035256376,-1.20560321038119,0.227970520755703,0.585318063570525
"C7orf55-LUC7L2",0,NA,NA,NA,NA,NA
"C7orf57",1.34118316816344,0.0729545444368345,2.01219461760802,0.0362562069287108,0.971078068770632,NA
"C7orf61",8.90767606929755,0.303471862500022,0.634814295155437,0.478048249410824,0.632615864081347,NA
"C7orf65",0.327639282508288,0.152826655238376,3.44866055324064,0.044314786242087,0.964653485536447,NA
"C7orf66",0,NA,NA,NA,NA,NA
"C7orf69",0.8757539649022,3.33259645638762,2.16862165769056,1.53673484010882,0.124358255681951,NA
"C7orf71",0,NA,NA,NA,NA,NA
"C7orf77",0,NA,NA,NA,NA,NA
"C8A",0,NA,NA,NA,NA,NA
"C8B",0,NA,NA,NA,NA,NA
"C8G",2.10045648052522,-0.515390813368969,1.37605806659568,-0.37454147167207,0.708001508151333,NA
"C8orf31",44.7493402102637,0.0869668620601848,0.290656971279495,0.299207900217737,0.764781421763096,0.920932836928517
"C8orf33",629.275077595106,0.0404641446403198,0.133910712405,0.302172573900883,0.762520510433849,0.919925118568426
"C8orf34",61.853034811259,-0.0553868649672152,0.245684575489407,-0.225438918405373,0.821637838257274,0.942445655644988
"C8orf34-AS1",7.08176543816605,0.843684630598387,0.711078864311447,1.18648531540217,0.235430697232868,NA
"C8orf37",71.7540604995779,0.0568829704958024,0.241968161828292,0.235084525443345,0.814143129080443,0.939739809133989
"C8orf37-AS1",1.66000551215183,0.204139213479806,1.47842411670786,0.138078925507777,0.890178041230429,NA
"C8orf44",51.6525035858813,-0.105464339541685,0.356401304064066,-0.295914572531212,0.767295321931776,0.921914917838899
"C8orf44-SGK3",0.810830357049869,-0.451508100948808,2.07857201883532,-0.217220330523742,0.828036641459743,NA
"C8orf48",35.3584461492893,-0.0676617678803326,0.311744055176315,-0.217042688567276,0.828175077116275,0.944042777554539
"C8orf49",0,NA,NA,NA,NA,NA
"C8orf58",262.385935338178,0.0122543179500501,0.168296662980664,0.072813790440147,0.941954296903551,0.98001761540165
"C8orf59",578.070642654951,-0.144424957048154,0.174709043241054,-0.826659881875056,0.408429866179973,0.737246238074884
"C8orf74",0,NA,NA,NA,NA,NA
"C8orf76",21.0051541918459,0.0984219081080685,0.412298248210795,0.238715319638585,0.811326336786326,0.939176243922072
"C8orf82",214.968121941207,0.271319126816228,0.162738535814198,1.66720884797685,0.0954728839826069,0.383299352260316
"C8orf86",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C8orf87",0.14583825173883,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C8orf88",88.6357064929328,-0.593451934092895,0.219974602111743,-2.69782024104506,0.0069795117710057,0.0723957638158139
"C8orf89",0.164941234795159,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C9",5.19950974205007,1.22214414507906,0.932023376250478,1.31128057109011,0.189762989966028,NA
"C9orf106",1.34564869357128,-0.621891511145248,1.62685895714011,-0.382265167128247,0.702264688912867,NA
"C9orf116",26.1021362044397,0.444640254071383,0.38178704210191,1.16462898170519,0.244169207240853,0.604185457157424
"C9orf129",0.185832883874768,1.11459488400279,4.0804728567969,0.27315336313197,0.784735327961881,NA
"C9orf131",0,NA,NA,NA,NA,NA
"C9orf135",0,NA,NA,NA,NA,NA
"C9orf135-DT",0,NA,NA,NA,NA,NA
"C9orf139",0.659310418121886,0.172634396582658,2.23234827139024,0.0773330930460714,0.93835856528126,NA
"C9orf147",4.58900872335915,1.02836126678712,1.00417101700531,1.02408977093758,0.305792875433654,NA
"C9orf152",2.49123070486255,0.32413223852661,1.27392366511508,0.254436154537823,0.799158622487535,NA
"C9orf153",2.44401412622356,-0.429516203755818,1.13853023245935,-0.377254983232212,0.705984122946258,NA
"C9orf16",403.78996891388,0.195485318403066,0.176813451594941,1.10560207178638,0.268898792697725,0.629961062986147
"C9orf163",4.30674922015029,1.50706281583109,0.939182832908042,1.60465328264646,0.108570128431336,NA
"C9orf170",11.5233978103909,-0.0394201322710557,0.572426084156068,-0.0688650174444324,0.945097064421876,NA
"C9orf24",9.12412207163023,-0.0295023185297529,0.667868732272739,-0.0441738280355742,0.964765843885179,NA
"C9orf3",941.535898031886,-0.111847645976717,0.118235069208586,-0.945976914678332,0.344160360990647,0.688600396096993
"C9orf40",193.888064108003,-0.261896360548745,0.155836685338097,-1.68058220681827,0.0928440943132155,0.377115263590217
"C9orf41-AS1",0.843932613746823,0.773795574952239,2.0628941262047,0.375101933309522,0.7075846592628,NA
"C9orf43",20.6454579023358,0.363410534394619,0.423522392011638,0.858066872612094,0.390855538477574,0.724873798710933
"C9orf47",84.4316342933847,0.554154111290254,0.227499060408697,2.43585230767427,0.0148567491462579,0.120895520223265
"C9orf50",2.35088887471972,0.999521771396636,1.17316619582576,0.851986508776877,0.394221580054393,NA
"C9orf57",0,NA,NA,NA,NA,NA
"C9orf62",0,NA,NA,NA,NA,NA
"C9orf64",323.001256009869,-0.208480147431489,0.141785232532174,-1.4703939451817,0.141455090287807,0.468686906477506
"C9orf66",0,NA,NA,NA,NA,NA
"C9orf72",130.925117144083,-0.101269807344813,0.195520456505275,-0.517949932988626,0.604493201981685,0.854019962331177
"C9orf78",1042.00121305547,-0.160149367360861,0.137855468092564,-1.16171936867479,0.24534947553912,0.605927066206453
"C9orf84",0.162444167472278,-0.808958467639697,4.0804728567969,-0.198251157654977,0.842848563693048,NA
"C9orf85",140.66048644637,-0.0176750826598517,0.174117717444508,-0.10151225802443,0.919143827328488,0.972754328386315
"C9orf92",0.350774118669927,0.152827143522652,3.37201970813426,0.0453221382882163,0.963850541764961,NA
"CA1",0,NA,NA,NA,NA,NA
"CA10",0,NA,NA,NA,NA,NA
"CA11",50.0677819506859,0.0770258517601715,0.306569812378363,0.251250608018469,0.80162035956493,0.935108509109544
"CA12",1552.71239005632,1.14340302855263,0.0998700138226577,11.448912288958,2.38114543945855e-30,3.44684030947399e-27
"CA13",48.7855615521808,0.0768245054479132,0.279859455572873,0.274511023008507,0.783691933733549,0.928785394075451
"CA14",0.937311745491518,-2.02823540168574,2.17643503692814,-0.93190716344487,0.351384505245928,NA
"CA2",141.780359514418,-1.14252929158802,0.207797353511164,-5.49828605746243,3.835004527542e-08,2.62960205183248e-06
"CA3",2.97537858741311,-0.179904238449945,1.06556820224488,-0.168834090648475,0.865927142769298,NA
"CA3-AS1",3.54559560713647,0.860171173589545,0.961935354257986,0.894208919322921,0.371210120908547,NA
"CA4",1.97826082542973,0.658219828180195,1.36830782444197,0.48104660108089,0.630483378611398,NA
"CA5A",0,NA,NA,NA,NA,NA
"CA5B",236.243388617891,-0.0358045390109501,0.16482486706606,-0.217227774232634,0.828030840724158,0.944042777554539
"CA5BP1",96.2495115618191,0.114596231161669,0.224008572054548,0.511570740845416,0.608951467373813,0.856077325291963
"CA6",0,NA,NA,NA,NA,NA
"CA7",0,NA,NA,NA,NA,NA
"CA8",0.670240120197654,1.59294907279523,2.41417912706233,0.659830521662075,0.509362594353359,NA
"CA9",19.6919451093808,-0.270493657154065,0.420503673548808,-0.643261103693234,0.520054690561028,0.80734896432663
"CAAP1",299.214723624429,-0.143052924991272,0.130607835981197,-1.0952859291832,0.273391389986164,0.632861234673019
"CAB39",1233.20748964437,-0.0547294534839589,0.094978783926422,-0.576228197724206,0.564460948140107,0.832797279007793
"CAB39L",224.712791291565,-0.0374306605659214,0.142692535824228,-0.262316878382688,0.793077150448382,0.931501002167465
"CABCOCO1",3.52167157274534,-0.121977461058461,1.12967049784549,-0.107976141088129,0.914014618193694,NA
"CABIN1",1986.60989284452,0.20541960699742,0.119647766032228,1.71686955644528,0.086003008458461,0.363946152661906
"CABLES1",114.683034653993,-0.253332400927778,0.190656059991722,-1.32874035547979,0.183933645997334,0.531563340739412
"CABLES2",123.718432637039,-0.0653532773946159,0.179166068862071,-0.364763695546211,0.715287807331344,0.903594449133399
